STORE_ID,STORE_COUNTRY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_ID,MRP,CP,DISCOUNT,SP,TRANSACTION_DATE
PR1431,EUR,Prague,Furniture,65472717,62,EUR 57.67,EUR 7.90,EUR 71.10,05/28/2020
PR1431,EUR,Prague,Groceries,59139099,19,EUR 65.96,EUR 9.70,EUR 87.30,05/28/2020
PR1431,EUR,Prague,Electronics,14899902,80,EUR 70.30,EUR 7.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Electronics,56444702,79,EUR 54.27,EUR 8.10,EUR 72.90,05/28/2020
PR1431,EUR,Prague,Cosmetics,73388366,73,EUR 61.88,EUR 8.19,EUR 82.81,05/28/2020
PR1431,EUR,Prague,Electronics,15770568,92,EUR 30.72,EUR 1.44,EUR 46.56,05/28/2020
PR1431,EUR,Prague,Electronics,45952758,18,EUR 21.35,EUR 2.80,EUR 32.20,05/28/2020
PR1431,EUR,Prague,Cosmetics,57930603,73,EUR 10.98,EUR 1.44,EUR 16.56,05/28/2020
PR1431,EUR,Prague,Cosmetics,38701782,82,EUR 61.50,EUR 8.20,EUR 73.80,05/28/2020
PR1431,EUR,Prague,Electronics,19917907,25,EUR 14.88,EUR 2.40,EUR 21.60,05/28/2020
PR1431,EUR,Prague,Education,79598388,39,EUR 7.59,EUR 0.88,EUR 10.12,05/28/2020
PR1431,EUR,Prague,Cosmetics,25172119,100,EUR 48.00,EUR 6.40,EUR 57.60,05/28/2020
PR1431,EUR,Prague,Cosmetics,90126037,88,EUR 46.23,EUR 4.14,EUR 64.86,05/28/2020
PR1431,EUR,Prague,Fashion,39657592,84,EUR 71.78,EUR 7.76,EUR 89.24,05/28/2020
PR1431,EUR,Prague,Kitchen,87310791,38,EUR 15.86,EUR 1.56,EUR 24.44,05/28/2020
PR1431,EUR,Prague,Electronics,20428771,60,EUR 48.18,EUR 3.65,EUR 69.35,05/28/2020
PR1431,EUR,Prague,Fashion,93364257,95,EUR 63.00,EUR 9.00,EUR 81.00,05/28/2020
PR1431,EUR,Prague,Electronics,34436340,50,EUR 31.49,EUR 3.29,EUR 43.71,05/28/2020
PR1431,EUR,Prague,Cosmetics,35136718,73,EUR 6.82,EUR 0.99,EUR 10.01,05/28/2020
PR1431,EUR,Prague,Fashion,23070983,50,EUR 16.20,EUR 1.35,EUR 25.65,05/28/2020
PR1431,EUR,Prague,Cosmetics,60899658,42,EUR 10.24,EUR 0.80,EUR 15.20,05/28/2020
PR1431,EUR,Prague,Education,97643432,67,EUR 41.48,EUR 1.22,EUR 59.78,05/28/2020
PR1431,EUR,Prague,Furniture,23425292,25,EUR 18.20,EUR 2.60,EUR 23.40,05/28/2020
PR1431,EUR,Prague,Cosmetics,41772460,81,EUR 17.52,EUR 1.68,EUR 22.32,05/28/2020
PR1431,EUR,Prague,Furniture,52588500,15,EUR 51.66,EUR 3.28,EUR 78.72,05/28/2020
PR1431,EUR,Prague,Education,98393249,90,EUR 44.53,EUR 5.49,EUR 55.51,05/28/2020
PR1431,EUR,Prague,Fashion,35870056,56,EUR 62.56,EUR 8.28,EUR 83.72,05/28/2020
PR1431,EUR,Prague,Furniture,15125122,88,EUR 11.84,EUR 1.28,EUR 14.72,05/28/2020
PR1431,EUR,Prague,Cosmetics,47710571,95,EUR 31.50,EUR 3.36,EUR 38.64,05/28/2020
PR1431,EUR,Prague,Furniture,40728759,85,EUR 26.28,EUR 2.16,EUR 33.84,05/28/2020
PR1431,EUR,Prague,Furniture,22702941,52,EUR 10.98,EUR 1.26,EUR 16.74,05/28/2020
PR1431,EUR,Prague,Groceries,77804870,20,EUR 20.30,EUR 2.90,EUR 26.10,05/28/2020
PR1431,EUR,Prague,Kitchen,69581604,15,EUR 50.25,EUR 3.00,EUR 72.00,05/28/2020
PR1431,EUR,Prague,Kitchen,48306579,66,EUR 57.04,EUR 4.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Furniture,65472717,41,EUR 15.62,EUR 1.32,EUR 20.68,05/28/2020
PR1431,EUR,Prague,Groceries,59139099,81,EUR 19.50,EUR 2.34,EUR 23.66,05/28/2020
PR1431,EUR,Prague,Electronics,14899902,24,EUR 52.29,EUR 1.66,EUR 81.34,05/28/2020
PR1431,EUR,Prague,Electronics,56444702,76,EUR 9.94,EUR 1.26,EUR 12.74,05/28/2020
PR1431,EUR,Prague,Cosmetics,73388366,70,EUR 23.80,EUR 2.45,EUR 32.55,05/28/2020
PR1431,EUR,Prague,Electronics,15770568,51,EUR 29.70,EUR 3.60,EUR 41.40,05/28/2020
PR1431,EUR,Prague,Electronics,45952758,14,EUR 57.67,EUR 7.90,EUR 71.10,05/28/2020
PR1431,EUR,Prague,Cosmetics,57930603,39,EUR 65.96,EUR 9.70,EUR 87.30,05/28/2020
PR1431,EUR,Prague,Cosmetics,38701782,98,EUR 70.30,EUR 7.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Electronics,19917907,40,EUR 54.27,EUR 8.10,EUR 72.90,05/28/2020
PR1431,EUR,Prague,Education,79598388,54,EUR 61.88,EUR 8.19,EUR 82.81,05/28/2020
PR1431,EUR,Prague,Cosmetics,25172119,38,EUR 30.72,EUR 1.44,EUR 46.56,05/28/2020
PR1431,EUR,Prague,Cosmetics,90126037,50,EUR 21.35,EUR 2.80,EUR 32.20,05/28/2020
PR1431,EUR,Prague,Fashion,39657592,80,EUR 10.98,EUR 1.44,EUR 16.56,05/28/2020
PR1431,EUR,Prague,Kitchen,87310791,46,EUR 61.50,EUR 8.20,EUR 73.80,05/28/2020
PR1431,EUR,Prague,Electronics,20428771,27,EUR 14.88,EUR 2.40,EUR 21.60,05/28/2020
PR1431,EUR,Prague,Fashion,93364257,56,EUR 7.59,EUR 0.88,EUR 10.12,05/28/2020
PR1431,EUR,Prague,Electronics,34436340,11,EUR 48.00,EUR 6.40,EUR 57.60,05/28/2020
PR1431,EUR,Prague,Cosmetics,35136718,80,EUR 46.23,EUR 4.14,EUR 64.86,05/28/2020
PR1431,EUR,Prague,Fashion,23070983,45,EUR 71.78,EUR 7.76,EUR 89.24,05/28/2020
PR1431,EUR,Prague,Cosmetics,60899658,83,EUR 15.86,EUR 1.56,EUR 24.44,05/28/2020
PR1431,EUR,Prague,Education,97643432,83,EUR 48.18,EUR 3.65,EUR 69.35,05/28/2020
PR1431,EUR,Prague,Furniture,23425292,53,EUR 63.00,EUR 9.00,EUR 81.00,05/28/2020
PR1431,EUR,Prague,Cosmetics,41772460,94,EUR 31.49,EUR 3.29,EUR 43.71,05/28/2020
PR1431,EUR,Prague,Furniture,52588500,85,EUR 6.82,EUR 0.99,EUR 10.01,05/28/2020
PR1431,EUR,Prague,Education,98393249,51,EUR 16.20,EUR 1.35,EUR 25.65,05/28/2020
PR1431,EUR,Prague,Fashion,35870056,75,EUR 10.24,EUR 0.80,EUR 15.20,05/28/2020
PR1431,EUR,Prague,Furniture,15125122,88,EUR 41.48,EUR 1.22,EUR 59.78,05/28/2020
PR1431,EUR,Prague,Cosmetics,47710571,42,EUR 18.20,EUR 2.60,EUR 23.40,05/28/2020
PR1431,EUR,Prague,Furniture,40728759,50,EUR 17.52,EUR 1.68,EUR 22.32,05/28/2020
PR1431,EUR,Prague,Furniture,22702941,22,EUR 51.66,EUR 3.28,EUR 78.72,05/28/2020
PR1431,EUR,Prague,Groceries,77804870,80,EUR 44.53,EUR 5.49,EUR 55.51,05/28/2020
PR1431,EUR,Prague,Kitchen,69581604,22,EUR 62.56,EUR 8.28,EUR 83.72,05/28/2020
PR1431,EUR,Prague,Kitchen,48306579,64,EUR 11.84,EUR 1.28,EUR 14.72,05/28/2020
PR1431,EUR,Prague,Furniture,65472717,60,EUR 31.50,EUR 3.36,EUR 38.64,05/28/2020
PR1431,EUR,Prague,Groceries,59139099,82,EUR 26.28,EUR 2.16,EUR 33.84,05/28/2020
PR1431,EUR,Prague,Electronics,14899902,39,EUR 10.98,EUR 1.26,EUR 16.74,05/28/2020
PR1431,EUR,Prague,Electronics,56444702,47,EUR 20.30,EUR 2.90,EUR 26.10,05/28/2020
PR1431,EUR,Prague,Cosmetics,73388366,61,EUR 50.25,EUR 3.00,EUR 72.00,05/28/2020
PR1431,EUR,Prague,Electronics,15770568,49,EUR 57.04,EUR 4.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Electronics,45952758,73,EUR 15.62,EUR 1.32,EUR 20.68,05/28/2020
PR1431,EUR,Prague,Cosmetics,57930603,25,EUR 19.50,EUR 2.34,EUR 23.66,05/28/2020
PR1431,EUR,Prague,Cosmetics,38701782,27,EUR 52.29,EUR 1.66,EUR 81.34,05/28/2020
PR1431,EUR,Prague,Electronics,19917907,64,EUR 9.94,EUR 1.26,EUR 12.74,05/28/2020
PR1431,EUR,Prague,Education,79598388,18,EUR 23.80,EUR 2.45,EUR 32.55,05/28/2020
PR1431,EUR,Prague,Cosmetics,25172119,95,EUR 29.70,EUR 3.60,EUR 41.40,05/28/2020
PR1431,EUR,Prague,Cosmetics,90126037,83,EUR 57.67,EUR 7.90,EUR 71.10,05/28/2020
PR1431,EUR,Prague,Fashion,39657592,32,EUR 65.96,EUR 9.70,EUR 87.30,05/28/2020
PR1431,EUR,Prague,Kitchen,87310791,48,EUR 70.30,EUR 7.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Electronics,20428771,62,EUR 54.27,EUR 8.10,EUR 72.90,05/28/2020
PR1431,EUR,Prague,Fashion,93364257,93,EUR 61.88,EUR 8.19,EUR 82.81,05/28/2020
PR1431,EUR,Prague,Electronics,34436340,71,EUR 30.72,EUR 1.44,EUR 46.56,05/28/2020
PR1431,EUR,Prague,Cosmetics,35136718,12,EUR 21.35,EUR 2.80,EUR 32.20,05/28/2020
PR1431,EUR,Prague,Fashion,23070983,48,EUR 10.98,EUR 1.44,EUR 16.56,05/28/2020
PR1431,EUR,Prague,Cosmetics,60899658,63,EUR 61.50,EUR 8.20,EUR 73.80,05/28/2020
PR1431,EUR,Prague,Education,97643432,78,EUR 14.88,EUR 2.40,EUR 21.60,05/28/2020
PR1431,EUR,Prague,Furniture,23425292,76,EUR 7.59,EUR 0.88,EUR 10.12,05/28/2020
PR1431,EUR,Prague,Cosmetics,41772460,51,EUR 48.00,EUR 6.40,EUR 57.60,05/28/2020
PR1431,EUR,Prague,Furniture,52588500,76,EUR 46.23,EUR 4.14,EUR 64.86,05/28/2020
PR1431,EUR,Prague,Education,98393249,33,EUR 71.78,EUR 7.76,EUR 89.24,05/28/2020
PR1431,EUR,Prague,Fashion,35870056,15,EUR 15.86,EUR 1.56,EUR 24.44,05/28/2020
PR1431,EUR,Prague,Furniture,15125122,57,EUR 48.18,EUR 3.65,EUR 69.35,05/28/2020
PR1431,EUR,Prague,Cosmetics,47710571,57,EUR 63.00,EUR 9.00,EUR 81.00,05/28/2020
PR1431,EUR,Prague,Furniture,40728759,61,EUR 31.49,EUR 3.29,EUR 43.71,05/28/2020
PR1431,EUR,Prague,Furniture,22702941,74,EUR 6.82,EUR 0.99,EUR 10.01,05/28/2020
PR1431,EUR,Prague,Groceries,77804870,37,EUR 16.20,EUR 1.35,EUR 25.65,05/28/2020
PR1431,EUR,Prague,Kitchen,69581604,68,EUR 10.24,EUR 0.80,EUR 15.20,05/28/2020
PR1431,EUR,Prague,Kitchen,48306579,27,EUR 41.48,EUR 1.22,EUR 59.78,05/28/2020
PR1431,EUR,Prague,Furniture,65472717,75,EUR 18.20,EUR 2.60,EUR 23.40,05/28/2020
PR1431,EUR,Prague,Groceries,59139099,16,EUR 17.52,EUR 1.68,EUR 22.32,05/28/2020
PR1431,EUR,Prague,Electronics,14899902,64,EUR 51.66,EUR 3.28,EUR 78.72,05/28/2020
PR1431,EUR,Prague,Electronics,56444702,14,EUR 44.53,EUR 5.49,EUR 55.51,05/28/2020
PR1431,EUR,Prague,Cosmetics,73388366,89,EUR 62.56,EUR 8.28,EUR 83.72,05/28/2020
PR1431,EUR,Prague,Electronics,15770568,82,EUR 11.84,EUR 1.28,EUR 14.72,05/28/2020
PR1431,EUR,Prague,Electronics,45952758,99,EUR 31.50,EUR 3.36,EUR 38.64,05/28/2020
PR1431,EUR,Prague,Cosmetics,57930603,23,EUR 26.28,EUR 2.16,EUR 33.84,05/28/2020
PR1431,EUR,Prague,Cosmetics,38701782,26,EUR 10.98,EUR 1.26,EUR 16.74,05/28/2020
PR1431,EUR,Prague,Electronics,19917907,81,EUR 20.30,EUR 2.90,EUR 26.10,05/28/2020
PR1431,EUR,Prague,Education,79598388,74,EUR 50.25,EUR 3.00,EUR 72.00,05/28/2020
PR1431,EUR,Prague,Cosmetics,25172119,16,EUR 57.04,EUR 4.60,EUR 87.40,05/28/2020
PR1431,EUR,Prague,Cosmetics,90126037,81,EUR 15.62,EUR 1.32,EUR 20.68,05/28/2020
PR1431,EUR,Prague,Fashion,39657592,43,EUR 19.50,EUR 2.34,EUR 23.66,05/28/2020
PR1431,EUR,Prague,Kitchen,87310791,62,EUR 52.29,EUR 1.66,EUR 81.34,05/28/2020
PR1431,EUR,Prague,Electronics,20428771,41,EUR 9.94,EUR 1.26,EUR 12.74,05/28/2020
PR1431,EUR,Prague,Fashion,93364257,18,EUR 23.80,EUR 2.45,EUR 32.55,05/28/2020
PR1431,EUR,Prague,Electronics,34436340,52,EUR 29.70,EUR 3.60,EUR 41.40,05/28/2020
PR1431,EUR,Prague,Cosmetics,35136718,39,EUR 57.67,EUR 7.90,EUR 71.10,05/28/2020
PR1431,EUR,Prague,Fashion,23070983,37,EUR 65.96,EUR 9.70,EUR 87.30,05/28/2020
